Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,🙈 Symbol,"🙈 Google
Symbol",🙈 Score,🙈 AnalystTargetPrice
NYSE:BALL,20 Aug 2025,$67.98,3,,6,,$59.97,13.36%,,,,$58.95,-1.70%,$249.76,316.48%,$291.84,386.65%,BALL,NYSE:BALL,-0.577,$70.38
NYSE:BANC,19 Nov 2025,$18.77,3,$20.69,3,,$17.63,6.47%,,,,$17.97,1.93%,-$135.30,-867.46%,-$124.40,-805.64%,BANC,NYSE:BANC,0.123,$22.82
NASDAQ:BANF,21 Oct 2025,$109.96,3,$120.00,4,,$109.07,0.82%,,,,$108.18,-0.82%,-$177.77,-262.99%,-$165.86,-252.07%,BANF,NASDAQ:BANF,-0.096,$123.67
NASDAQ:BANR,19 Nov 2025,$63.81,3,$71.50,3,,$61.60,3.59%,,,,$63.15,2.52%,-$317.32,-615.13%,-$303.44,-592.60%,BANR,NASDAQ:BANR,0.320,$69.33
NYSE:BAP,19 Nov 2025,$220.25,2,,,,$339.98,-35.22%,,,,$333.90,-1.79%,"-$1,369.42",-502.80%,"-$1,763.33",-618.66%,BAP,NYSE:BAP,-0.148,$352.32
NYSE:BB,18 Aug 2025,$3.38,3,,6,,$3.46,-2.37%,,,,$3.28,-5.20%,$4.31,24.54%,$4.81,38.96%,BB,NYSE:BB,-0.406,$4.84
NYSE:BBAI,9 Feb 2026,$4.92,3,$6.33,2,,$3.58,37.43%,,,,$3.31,-7.54%,$3.45,-3.60%,$3.45,-3.72%,BBAI,NYSE:BBAI,-0.236,$5.33
NYSE:BBD,4 Sep 2025,$2.93,3,,6,,$3.66,-19.97%,,,,$3.80,3.83%,-$314.84,-8702.28%,-$323.95,-8951.08%,BBD,NYSE:BBD,0.069,$4.00
NASDAQ:BBNX,11 Dec 2025,$41.35,4,,,,$9.93,316.41%,,,,$9.82,-1.11%,$0.00,-100.00%,$0.00,-100.00%,BBNX,NASDAQ:BBNX,-0.068,$23.36
NYSE:BBT,19 Nov 2025,$27.72,3,,,,$30.25,-8.36%,,,,$31.14,2.94%,$0.00,-100.00%,$0.00,-100.00%,BBT,NYSE:BBT,0.361,$34.86
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,,$21.92,-21.51%,,,,$21.05,-3.97%,-$80.31,-466.40%,-$74.70,-440.77%,BBVA,NYSE:BBVA,-0.495,$23.22
NYSE:BBW,15 Aug 2025,$41.34,2,,8,,$38.07,8.59%,,,,$35.86,-5.81%,$0.00,-100.00%,$0.00,-100.00%,BBW,NYSE:BBW,-0.492,$62.00
NYSE:BBWI,24 Mar 2026,$46.95,3,$23.83,5,2.75,$18.57,28.33%,28.33%,$23.83,$46.95,$18.30,-1.45%,$122.47,559.49%,$135.33,628.77%,BBWI,NYSE:BBWI,-0.262,$27.62
NYSE:BBY,30 Aug 2025,$87.98,3,,5,,$64.50,36.40%,,,,$62.97,-2.37%,$188.57,192.36%,$228.58,254.38%,BBY,NYSE:BBY,-0.477,$74.35
NYSE:BCH,19 Nov 2025,$33.72,2,,,,$36.38,-7.31%,,,,$36.04,-0.93%,"$114,112.90",313569.31%,"$114,113.39",313570.66%,BCH,NYSE:BCH,-0.323,$38.64
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$21.80,-20.91%,,,,$21.07,-3.35%,$10.73,-50.80%,$10.73,-50.80%,BCS,NYSE:BCS,-0.471,$28.00
NYSE:BCSF,25 Feb 2026,$14.48,3,$15.00,6,,$12.58,15.12%,,,,$12.12,-3.66%,-$5.23,-141.54%,-$5.27,-141.90%,BCSF,NYSE:BCSF,-0.450,$13.67
NYSE:BDC,27 Jan 2026,$129.16,4,$147.50,3,,$115.05,12.26%,,,,$114.01,-0.90%,$171.43,49.01%,$205.45,78.57%,BDC,NYSE:BDC,-0.117,$176.00
NASDAQ:BELFA,26 Jan 2026,$136.39,2,,,,$188.10,-27.49%,,,,$180.58,-4.00%,$851.98,352.94%,"$1,063.13",465.19%,BELFA,NASDAQ:BELFA,-0.202,$110.00
NASDAQ:BELFB,26 Jan 2026,$149.36,2,,,,$204.65,-27.02%,,,,$196.67,-3.90%,$337.87,65.10%,$380.24,85.80%,BELFB,NASDAQ:BELFB,-0.203,$261.33
NYSE:BF.A,26 Mar 2026,$33.55,5,,,4,$27.09,23.86%,23.86%,$33.55,$33.55,$27.73,2.36%,$121.17,347.27%,$129.15,376.75%,BF.A,NYSE:BF.A,0.196,
NYSE:BF.B,26 Mar 2026,$32.79,5,,,4,$26.75,22.59%,22.59%,$32.79,$32.79,$27.44,2.58%,$81.34,204.09%,$85.98,221.41%,BF.B,NYSE:BF.B,0.182,$29.03
NYSE:BFAM,1 Sep 2025,$119.95,3,,8,,$83.81,43.12%,,,,$85.88,2.47%,$168.14,100.61%,$199.81,138.41%,BFAM,NYSE:BFAM,0.025,$97.11
NASDAQ:BFC,21 Oct 2025,$117.45,3,$137.00,6,,$136.99,-14.26%,,,,$136.53,-0.34%,-$52.07,-138.01%,-$40.45,-129.53%,BFC,NASDAQ:BFC,-0.034,$155.00
NYSE:BFLY,16 Dec 2025,$4.29,3,$4.25,7,,$4.11,3.41%,,,,$3.92,-4.62%,$4.72,14.75%,$5.06,23.05%,BFLY,NYSE:BFLY,-0.165,$5.56
NYSE:BFS,23 Dec 2025,$44.26,3,,5,,$33.08,33.80%,,,,$32.43,-1.96%,-$21.84,-166.02%,$4.63,-86.02%,BFS,NYSE:BFS,-0.570,$45.50
NASDAQ:BFST,25 Oct 2025,$25.25,3,$30.00,2,,$27.53,-8.29%,,,,$28.27,2.69%,-$151.50,-650.31%,-$148.51,-639.44%,BFST,NASDAQ:BFST,0.359,$32.88
NYSEAMERICAN:BHB,10 Oct 2025,$29.37,1,,,,$33.08,-11.22%,,,,$33.84,2.30%,-$184.14,-656.65%,-$179.67,-643.15%,BHB,NYSEAMERICAN:BHB,0.093,$36.50
NYSE:BHE,2 Feb 2026,$52.61,3,$56.00,6,,$56.57,-7.00%,,,,$55.69,-1.56%,$86.29,52.54%,$99.85,76.51%,BHE,NYSE:BHE,-0.492,$60.00
NYSE:BHP,11 Dec 2025,$58.46,3,$49.75,6,,$73.24,-32.07%,,,,$70.32,-3.99%,$0.00,-100.00%,$0.00,-100.00%,BHP,NYSE:BHP,-0.615,$66.00
NASDAQ:BHRB,19 Nov 2025,$66.02,3,$72.00,5,,$62.48,5.67%,,,,$63.77,2.06%,-$281.15,-549.98%,-$256.72,-510.88%,BHRB,NASDAQ:BHRB,0.083,$73.25
NYSE:BIO,11 Dec 2025,$345.93,4,$357.50,4,,$279.99,23.55%,,,,$275.10,-1.75%,$428.73,53.12%,$547.95,95.70%,BIO,NYSE:BIO,-0.359,$321.25
NYSE:BIRK,8 Mar 2026,$48.62,3,$58.44,5,2.75,$34.62,40.44%,40.44%,$48.62,$58.44,$34.33,-0.84%,$78.95,128.05%,$89.64,158.93%,BIRK,NYSE:BIRK,-0.196,$57.06
NYSE:BJ,20 Aug 2025,$90.76,0,,1,,$98.06,-7.44%,,,,$96.52,-1.57%,$138.94,41.69%,$173.27,76.70%,BJ,NYSE:BJ,-0.108,$104.85
NYSE:BKD,30 Aug 2025,$9.20,4,,6,,$13.95,-34.05%,,,,$13.59,-2.58%,-$7.29,-152.29%,$3.19,-77.15%,BKD,NYSE:BKD,-0.383,$19.38
NYSE:BKE,5 Apr 2026,$47.93,3,$53.00,5,3.25,$50.14,-4.41%,-4.41%,$47.93,$53.00,$52.69,5.09%,$113.94,127.25%,$123.06,145.43%,BKE,NYSE:BKE,0.537,$53.00
NASDAQ:BKR,21 Jul 2025,$40.95,3,,5,,$60.38,-32.18%,,,,$62.48,3.48%,$103.38,71.21%,$120.52,99.60%,BKR,NASDAQ:BKR,0.235,$61.90
NYSEAMERICAN:BKTI,10 Feb 2026,$81.00,,,8,,$83.82,-3.36%,,,,$74.36,-11.29%,$123.19,46.97%,$129.51,54.51%,BKTI,NYSEAMERICAN:BKTI,-0.006,$97.00
NYSE:BKU,19 Nov 2025,$43.87,3,,,,$45.54,-3.67%,,,,$44.75,-1.73%,-$318.85,-800.16%,-$312.19,-785.54%,BKU,NYSE:BKU,-0.125,$54.09
NASDAQ:BL,29 Jan 2026,$60.96,4,$59.00,6,,$36.29,62.58%,,,,$35.17,-3.09%,$44.67,23.10%,$55.41,52.68%,BL,NASDAQ:BL,-0.180,$55.23
NYSE:BLD,30 Aug 2025,$467.93,3,,3,,$356.91,31.11%,,,,$348.93,-2.24%,$443.60,24.29%,$516.17,44.62%,BLD,NYSE:BLD,-0.517,$498.07
NASDAQ:BLDP,29 Oct 2025,$3.68,3,$2.20,5,,$2.48,-11.29%,,,,$2.56,3.23%,$3.69,48.72%,$3.88,56.44%,BLDP,NASDAQ:BLDP,0.151,$3.19
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,$966.56,6.35%,,,,$913.66,-5.47%,$962.51,-0.42%,$776.10,-19.70%,BLK,NYSE:BLK,-0.785,"$1,289.62"
NASDAQ:BLKB,19 Nov 2025,$76.27,3,$75.00,4,,$38.03,97.21%,,,,$36.54,-3.92%,$68.55,80.26%,$76.58,101.37%,BLKB,NASDAQ:BLKB,-0.097,$59.80
NYSE:BLND,27 Jan 2026,$3.86,3,$4.19,7,,$2.00,93.02%,,,,$1.85,-7.50%,$2.70,35.10%,$1.04,-48.07%,BLND,NYSE:BLND,-0.382,$4.10
NASDAQ:BLNK,23 Dec 2025,$0.94,3,,6,,$0.58,62.07%,,,,$0.54,-6.90%,-$1.00,-272.52%,-$0.79,-236.46%,BLNK,NASDAQ:BLNK,-0.171,$2.25
NYSE:BLSH,13 Nov 2025,$55.70,3,,,,$36.37,53.14%,,,,$33.14,-8.88%,$0.00,-100.00%,$0.00,-100.00%,BLSH,NYSE:BLSH,-0.472,$45.40
NYSE:BLX,19 Nov 2025,$40.42,3,,,,$52.28,-22.69%,,,,$51.71,-1.09%,-$103.77,-298.49%,-$100.08,-291.43%,BLX,NYSE:BLX,-0.195,$61.53
NASDAQ:BLZE,27 Jan 2026,$6.36,3,$9.00,6,,$3.64,74.80%,,,,$3.52,-3.30%,$6.94,90.74%,$11.23,208.42%,BLZE,NASDAQ:BLZE,-0.034,$8.34
NYSE:BMI,28 Jan 2026,$175.41,3,$204.00,3,,$156.73,11.92%,,,,$151.24,-3.50%,$271.73,73.37%,$292.29,86.49%,BMI,NYSE:BMI,-0.575,$179.00
NASDAQ:BMRC,19 Nov 2025,$27.20,3,$29.50,7,,$25.84,5.26%,,,,$26.70,3.33%,-$148.06,-673.01%,-$144.58,-659.50%,BMRC,NASDAQ:BMRC,0.534,$29.60
NYSE:BN,26 Aug 2024,$55.96,2,,,,$40.89,36.86%,,,,$39.91,-2.40%,-$99.87,-344.25%,-$78.38,-291.67%,BN,NYSE:BN,-0.277,$53.60
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$70.12,-21.08%,,,,$69.57,-0.78%,-$599.37,-954.78%,-$587.81,-938.29%,BNS,NYSE:BNS,-0.233,$75.29
NYSE:BOH,30 Mar 2026,$81.22,3,$84.50,4,3,$74.79,8.59%,8.59%,$81.22,$84.50,$76.58,2.39%,-$398.18,-632.40%,-$390.70,-622.39%,BOH,NYSE:BOH,0.268,$81.33
NASDAQ:BOKF,22 Jan 2026,$118.36,3,$130.14,8,,$128.58,-7.95%,,,,$127.77,-0.63%,$76.82,-40.25%,$102.63,-20.18%,BOKF,NASDAQ:BOKF,-0.060,$136.20
NYSE:BOW,19 Sep 2025,$29.01,3,,,,$22.39,29.57%,,,,$21.85,-2.41%,$67.35,200.81%,$67.65,202.14%,BOW,NYSE:BOW,-0.484,$31.29
NYSE:BP,18 Aug 2025,$39.40,4,,9,,$47.12,-16.38%,,,,$46.57,-1.17%,$64.92,37.77%,$157.52,234.29%,BP,NYSE:BP,-0.507,$45.12
NASDAQ:BPOP,19 Nov 2025,$104.09,2,,,,$136.81,-23.92%,,,,$139.19,1.74%,-$796.75,-682.37%,-$787.58,-675.67%,BPOP,NASDAQ:BPOP,0.009,$159.80
NYSE:BR,29 Jan 2026,$214.91,4,$265.40,4,,$160.93,33.55%,,,,$160.80,-0.08%,$302.32,87.86%,$347.53,115.95%,BR,NYSE:BR,-0.103,$245.88
NYSEAMERICAN:BRBS,19 Nov 2025,$4.10,,,6,,$4.12,-0.49%,,,,$4.10,-0.49%,-$13.71,-432.87%,-$13.42,-425.66%,BRBS,NYSEAMERICAN:BRBS,-0.064,
NASDAQ:BRKR,11 Dec 2025,$76.60,3,$47.88,3,,$36.76,30.25%,,,,$35.25,-4.11%,$75.25,104.72%,$94.55,157.22%,BRKR,NASDAQ:BRKR,-0.038,$47.86
NYSE:BROS,14 Jan 2026,$57.62,2,$76.64,9,,$50.35,14.44%,,,,$48.34,-3.99%,$38.55,-23.44%,$51.14,1.58%,BROS,NYSE:BROS,-0.552,$76.13
NYSE:BSAC,19 Nov 2025,$26.95,3,,,,$33.20,-18.83%,,,,$32.65,-1.66%,-$46.97,-241.48%,-$47.80,-243.97%,BSAC,NYSE:BSAC,-0.241,$33.66
NYSE:BSBR,13 Oct 2025,$5.76,3,,5,,$6.05,-4.79%,,,,$6.21,2.64%,$13.91,129.87%,$14.93,146.85%,BSBR,NYSE:BSBR,0.043,$6.82
NASDAQ:BSRR,5 Apr 2026,$34.95,3,$39.00,4,3.25,$33.99,2.82%,2.82%,$34.95,$39.00,$35.23,3.65%,-$151.14,-544.65%,-$147.84,-534.97%,BSRR,NASDAQ:BSRR,0.501,$38.75
NASDAQ:BSVN,2 Oct 2025,$44.09,3,$53.50,5,,$41.07,7.36%,,,,,-100.00%,-$2.00,-104.87%,-$2.00,-104.87%,BSVN,NASDAQ:BSVN,-2.000,
NYSE:BSX,11 Dec 2025,$90.36,2,$126.57,10,,$62.82,43.84%,,,,$62.44,-0.60%,$96.50,53.62%,$113.63,80.88%,BSX,NYSE:BSX,-0.155,$101.25
NASDAQ:BSY,11 Feb 2026,$40.46,5,$48.60,7,,$34.60,16.94%,,,,$33.98,-1.79%,$58.87,70.14%,$62.53,80.73%,BSY,NASDAQ:BSY,-0.196,$48.14
NASDAQ:BTCS,23 Dec 2025,$3.00,3,$7.00,7,,$1.39,115.83%,,,,$1.32,-5.04%,-$0.37,-126.28%,-$0.37,-126.26%,BTCS,NASDAQ:BTCS,-0.526,$5.00
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$9.35,9.61%,,,,$8.87,-5.13%,-$11.80,-226.16%,-$8.34,-189.17%,BTDR,NASDAQ:BTDR,-0.125,$21.62
NYSE:BTI,17 Mar 2026,$55.65,2,,7,2.75,$58.28,-4.52%,-4.52%,$55.65,$60.90,$59.86,2.71%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI,0.128,$60.90
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$2.28,-75.13%,,,,,-100.00%,-$2.00,-187.72%,-$2.00,-187.72%,BTOG,NASDAQ:BTOG,-2.000,
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,,$4.82,276.80%,,,,$4.51,-6.43%,$0.00,-100.00%,$0.00,-100.00%,BULL,NASDAQ:BULL,-0.383,$11.67
NYSE:BUR,28 Oct 2025,$12.88,3,$21.32,4,,$4.14,211.11%,,,,$3.96,-4.35%,$25.94,526.54%,$25.73,521.47%,BUR,NYSE:BUR,-0.716,$8.94
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$328.73,-39.22%,,,,$340.10,3.46%,$374.20,13.83%,$288.77,-12.15%,BURL,NYSE:BURL,0.119,$370.50
NASDAQ:BUSE,5 Apr 2026,$26.23,3,$28.00,6,3.25,$25.61,2.42%,2.42%,$26.23,$28.00,$26.42,3.16%,-$121.08,-572.77%,-$116.92,-556.54%,BUSE,NASDAQ:BUSE,0.492,$28.00
NASDAQ:BVFL,29 Oct 2025,$15.68,3,,4,,$19.51,-19.63%,,,,,-100.00%,-$2.00,-110.25%,-$2.00,-110.25%,BVFL,NASDAQ:BVFL,-2.000,
NASDAQ:BWFG,9 Oct 2025,$39.87,3,,,,$49.42,-19.32%,,,,$51.08,3.36%,-$273.04,-652.49%,-$283.30,-673.24%,BWFG,NASDAQ:BWFG,0.358,$52.00
NYSE:BXP,14 Jan 2026,$81.17,5,$77.89,2,,$51.78,50.42%,,,,$48.92,-5.52%,$8.28,-84.01%,$66.51,28.45%,BXP,NYSE:BXP,-0.853,$71.25
NYSE:BXSL,19 Aug 2025,$31.13,3,,7,,$23.77,30.97%,,,,$22.91,-3.62%,$28.85,21.36%,$29.37,23.58%,BXSL,NYSE:BXSL,-0.593,$26.82
NYSE:BY,15 Oct 2025,$29.07,3,$32.50,7,,$31.91,-8.90%,,,,$31.73,-0.56%,-$65.26,-304.51%,-$60.23,-288.75%,BY,NYSE:BY,-0.147,$35.60
NYSE:BZH,31 Dec 2025,$31.99,3,$25.00,1,,$19.88,25.75%,,,,$20.66,3.92%,$110.31,454.86%,$92.43,364.96%,BZH,NYSE:BZH,0.100,$26.00
NYSE:C,12 Aug 2025,$86.32,3,,,,$115.25,-25.10%,,,,$111.25,-3.47%,"-$1,148.15",-1096.22%,"-$1,122.67",-1074.12%,C,NYSE:C,-0.571,$132.00
NYSE:CAAP,15 Aug 2025,$22.01,3,,9,,$25.66,-14.24%,,,,$26.44,3.04%,$64.01,149.44%,$89.61,249.22%,CAAP,NYSE:CAAP,0.058,$31.00
NASDAQ:CAC,14 Oct 2025,$41.96,3,$44.00,3,,$48.23,-13.00%,,,,$49.26,2.14%,-$272.20,-664.37%,-$290.51,-702.35%,CAC,NASDAQ:CAC,0.198,$51.75
NYSE:CADE,14 Oct 2025,$37.02,3,,,,#N/A,#N/A,,,,,#N/A,-$2.00,#N/A,-$2.00,#N/A,CADE,NYSE:CADE,-2.000,
NYSE:CAL,21 Sep 2025,$26.47,3,,1,,$10.74,146.46%,,,,$10.45,-2.70%,$23.47,118.49%,$27.42,155.27%,CAL,NYSE:CAL,-0.128,$15.00
NASDAQ:CALM,11 Jul 2025,$93.94,3,,6,,$78.10,20.28%,,,,$77.93,-0.22%,$154.72,98.10%,$179.04,129.24%,CALM,NASDAQ:CALM,-0.257,$88.00
NYSE:CALX,29 Jan 2026,$45.47,2,$82.00,6,,$46.34,-1.87%,,,,$44.27,-4.47%,$66.84,44.24%,$69.61,50.21%,CALX,NYSE:CALX,-0.317,$75.00
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$157.73,-44.22%,,,,$164.30,4.17%,$149.96,-4.92%,$149.96,-4.92%,CAMT,NASDAQ:CAMT,0.366,$174.67
NYSE:CANG,24 Aug 2025,$4.01,3,,7,,$0.47,752.55%,,,,,-100.00%,-$2.00,-525.53%,-$2.00,-525.53%,CANG,NYSE:CANG,-2.000,
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$190.42,-16.18%,,,,$167.53,-12.02%,"-$1,486.32",-880.55%,-$735.87,-486.45%,CAR,NASDAQ:CAR,-0.238,$106.43
NASDAQ:CARE,19 Nov 2025,$18.50,3,$22.00,5,,$23.40,-20.94%,,,,$23.93,2.26%,-$158.42,-777.01%,-$154.83,-761.68%,CARE,NASDAQ:CARE,0.109,$26.00
NYSE:CARR,24 Dec 2025,$35.78,3,$48.75,5,,$55.71,-35.77%,,,,$57.98,4.07%,$66.12,18.68%,$81.03,45.44%,CARR,NYSE:CARR,0.050,$71.28
NASDAQ:CASH,19 Nov 2025,$71.98,3,$88.00,2,,$90.00,-20.02%,,,,$91.88,2.09%,-$24.88,-127.64%,$17.65,-80.39%,CASH,NASDAQ:CASH,0.123,$103.50
NYSEAMERICAN:CATX,11 Dec 2025,$2.54,1,$11.92,8,,$4.41,-42.40%,,,,$4.20,-4.76%,$5.22,18.28%,$5.44,23.34%,CATX,NYSEAMERICAN:CATX,-0.568,$13.00
NASDAQ:CATY,2 Apr 2026,$55.09,3,$50.00,3,3,$50.60,-1.19%,-1.19%,$50.00,$55.09,$51.94,2.65%,-$229.94,-554.44%,-$227.58,-549.76%,CATY,NASDAQ:CATY,0.349,$53.60
NYSE:CAVA,11 Nov 2025,$63.28,3,$72.31,6,,$79.63,-20.54%,,,,$77.32,-2.90%,$78.38,-1.57%,$86.52,8.65%,CAVA,NYSE:CAVA,-0.421,$85.38
NYSE:CB,18 Sep 2025,$273.39,3,,,,$328.33,-16.73%,,,,$328.64,0.09%,$726.06,121.14%,$739.93,125.36%,CB,NYSE:CB,-0.317,$338.91
NASDAQ:CBLL,11 Dec 2025,$36.55,3,$25.00,6,,$18.57,34.63%,,,,$18.31,-1.40%,$16.10,-13.29%,$16.17,-12.92%,CBLL,NASDAQ:CBLL,-0.023,$27.86
NASDAQ:CBNK,23 Dec 2025,$29.70,3,$34.00,3,,$30.32,-2.04%,,,,$31.00,2.24%,-$90.10,-397.17%,-$89.08,-393.80%,CBNK,NASDAQ:CBNK,0.112,$34.75
BATS:CBOE,18 Sep 2025,$214.25,2,,,,$289.95,-26.11%,,,,$281.10,-3.05%,$506.73,74.76%,$528.09,82.13%,CBOE,BATS:CBOE,-0.370,$287.38
NYSE:CBU,27 Oct 2025,$62.61,3,$63.00,3,,$59.44,5.34%,,,,$58.86,-0.98%,-$174.66,-393.85%,-$165.15,-377.84%,CBU,NYSE:CBU,-0.217,$67.17
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$27.61,180.95%,,,,$26.41,-4.35%,$82.60,199.17%,$104.34,277.90%,CBZ,NYSE:CBZ,-0.007,$44.33
NASDAQ:CCB,19 Nov 2025,$95.54,3,$127.50,8,,$77.66,23.02%,,,,$79.07,1.82%,$58.23,-25.02%,$65.61,-15.52%,CCB,NASDAQ:CCB,0.038,$129.60
NASDAQ:CCBG,19 Nov 2025,$38.91,3,$47.00,7,,$44.21,-11.99%,,,,$43.48,-1.65%,-$66.92,-251.38%,-$59.24,-233.99%,CCBG,NASDAQ:CCBG,-0.048,$45.50
NYSE:CCI,19 Sep 2025,$108.34,5,,6,,$84.78,27.79%,,,,$79.81,-5.86%,$77.49,-8.60%,$97.72,15.27%,CCI,NYSE:CCI,-0.605,$98.37
NYSE:CCK,29 Aug 2025,$107.03,3,,5,,$102.76,4.16%,,,,$101.18,-1.54%,$99.24,-3.42%,$142.50,38.68%,CCK,NYSE:CCK,-0.486,$128.23
NYSE:CCL,1 Apr 2026,$34.42,5,$33.70,9,4.5,$25.64,31.44%,31.44%,$33.70,$34.95,$26.79,4.49%,$24.24,-5.47%,$53.82,109.91%,CCL,NYSE:CCL,0.412,$34.95
NASDAQ:CCNE,30 Mar 2026,$32.74,3,$35.00,5,3.25,$29.31,11.70%,11.70%,$32.67,$35.00,$30.34,3.51%,-$190.02,-748.31%,-$184.24,-728.61%,CCNE,NASDAQ:CCNE,0.400,$32.67
NASDAQ:CCOI,6 Nov 2025,$50.57,3,$44.20,5,,$19.00,132.63%,,,,$17.69,-6.89%,-$23.71,-224.79%,-$21.75,-214.48%,CCOI,NASDAQ:CCOI,-0.597,$26.18
NASDAQ:CCSI,11 Feb 2026,$30.28,4,$37.00,3,,$23.96,26.38%,,,,$23.03,-3.88%,$34.45,43.80%,$52.51,119.16%,CCSI,NASDAQ:CCSI,-0.271,$33.00
NYSE:CDE,28 Jul 2025,$6.60,1,,6,,$19.09,-65.44%,,,,$17.56,-8.01%,$31.54,65.20%,$35.25,84.66%,CDE,NYSE:CDE,-0.594,$27.65
NASDAQ:CDNS,19 Jan 2026,$321.30,3,$376.64,6,,$278.72,15.28%,,,,$275.19,-1.27%,$396.18,42.14%,$412.90,48.14%,CDNS,NASDAQ:CDNS,-0.026,$371.68
NYSE:CDP,18 Feb 2026,$33.25,3,$35.60,7,,$31.35,6.06%,,,,$29.76,-5.07%,$28.45,-9.24%,$43.10,37.48%,CDP,NYSE:CDP,-0.817,$35.50
NASDAQ:CDW,1 Apr 2026,$162.94,3,$156.33,7,3.25,$122.01,28.13%,28.13%,$156.33,$167.40,$121.93,-0.07%,$139.84,14.62%,$162.81,33.44%,CDW,NASDAQ:CDW,-0.005,$167.40
NYSE:CE,28 Mar 2025,$111.30,3,,9,,$64.06,73.74%,,,,$61.18,-4.50%,$6.50,-89.86%,$94.97,48.25%,CE,NYSE:CE,-0.843,$65.44
NASDAQ:CEG,23 Dec 2025,$300.57,2,$409.82,9,,$272.82,10.17%,,,,$281.45,3.16%,$266.10,-2.46%,$191.87,-29.67%,CEG,NASDAQ:CEG,0.200,$384.83
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$112.63,-80.49%,,,,$117.04,3.92%,$103.52,-8.09%,$103.53,-8.08%,CELC,NASDAQ:CELC,0.193,$128.60
NASDAQ:CENT,4 Apr 2026,$52.61,5,$50.00,5,4.25,$35.81,39.63%,39.63%,$46.50,$52.61,$37.48,4.66%,"$1,360.74",3699.88%,"$1,518.97",4141.75%,CENT,NASDAQ:CENT,0.529,$46.50
NASDAQ:CENTA,5 Apr 2026,$46.17,5,,,4.5,$31.54,46.39%,46.39%,$46.17,$46.17,$33.16,5.14%,$282.17,794.64%,$312.10,889.54%,CENTA,NASDAQ:CENTA,0.531,$43.75
NASDAQ:CENX,20 Aug 2025,$23.49,3,,9,,$62.57,-62.46%,,,,$60.76,-2.89%,$79.70,27.38%,$94.98,51.79%,CENX,NASDAQ:CENX,-0.723,$66.00
NYSE:CEPU,16 Dec 2025,$17.50,3,$17.50,9,,$17.06,2.58%,,,,$16.01,-6.15%,$37.09,117.42%,$58.54,243.17%,CEPU,NYSE:CEPU,-0.697,$22.00
NASDAQ:CERS,11 Dec 2025,$2.70,4,$4.50,4,,$1.86,44.96%,,,,$1.91,2.69%,$1.72,-7.41%,$1.88,1.18%,CERS,NASDAQ:CERS,0.045,$5.00
NASDAQ:CEVA,10 Feb 2026,$35.04,4,$36.00,5,,$19.64,78.41%,,,,$20.12,2.44%,$26.57,35.29%,$28.08,42.98%,CEVA,NASDAQ:CEVA,0.180,$30.29
NASDAQ:CFFN,27 Mar 2026,$8.22,3,$7.50,7,3.25,$7.25,3.45%,3.45%,$7.50,$8.22,$7.48,3.17%,-$55.06,-859.46%,-$54.67,-854.13%,CFFN,NASDAQ:CFFN,0.428,$7.75
NYSE:CFG,19 Nov 2025,$49.54,3,,,,$60.99,-18.77%,,,,$62.19,1.97%,-$315.10,-616.65%,-$303.54,-597.68%,CFG,NYSE:CFG,0.123,$71.84
NASDAQ:CFLT,27 Jan 2026,$37.00,3,$29.10,1,,#N/A,#N/A,,,,,#N/A,-$2.00,#N/A,-$2.00,#N/A,CFLT,NASDAQ:CFLT,-2.000,
NYSE:CFR,19 Nov 2025,$122.52,3,$139.13,7,,$138.57,-11.58%,,,,$138.34,-0.17%,-$365.19,-363.54%,-$344.66,-348.72%,CFR,NYSE:CFR,-0.114,$145.53
NASDAQ:CG,19 Nov 2025,$51.54,3,$66.70,6,,$46.55,10.71%,,,,$45.09,-3.14%,$23.18,-50.20%,$28.58,-38.60%,CG,NASDAQ:CG,-0.564,$65.81
NYSE:CGAU,15 Aug 2025,$8.68,4,,7,,$18.30,-52.55%,,,,$17.14,-6.34%,$20.56,12.34%,$27.24,48.86%,CGAU,NYSE:CGAU,-0.647,$16.75
NASDAQ:CGNX,29 Jan 2026,$39.12,3,$45.64,9,,$49.17,-20.43%,,,,$47.27,-3.86%,$62.92,27.95%,$64.67,31.52%,CGNX,NASDAQ:CGNX,-0.230,$65.50
